Estacion	Fecha	Año	Mes	T Maxima	T Media	T Minima	Precipitacion	Latitud	Longitud
Jocolí	nov-06	2006	11	37,1	21,8	6,1		-32,59527222	-68,59766111
Jocolí	dic-06	2006	12	40,2	25,4	10,5		-32,59527222	-68,59766111
Jocolí	ene-07	2007	1	37,1	25,3	13,9		-32,59527222	-68,59766111
Jocolí	feb-07	2007	2	39,5	23,8	7,8		-32,59527222	-68,59766111
Jocolí	mar-07	2007	3	35,3	20,9	2,2		-32,59527222	-68,59766111
Jocolí	abr-07	2007	4	30,6	16,1	2,4		-32,59527222	-68,59766111
Jocolí	may-07	2007	5	22,4	9,8	-4,9		-32,59527222	-68,59766111
Jocolí	jun-07	2007	6	23,1	6,2	-5,9		-32,59527222	-68,59766111
Jocolí	jul-07	2007	7	27,2	5,7	-9,6		-32,59527222	-68,59766111
Jocolí	ago-07	2007	8	23,9	6,2	-7,7		-32,59527222	-68,59766111
Jocolí	sep-07	2007	9	33,9	14,7	-1,8		-32,59527222	-68,59766111
Jocolí	oct-07	2007	10	35,7	19,4	4		-32,59527222	-68,59766111
Jocolí	nov-07	2007	11	37,5	21,4	4,4		-32,59527222	-68,59766111
Jocolí	dic-07	2007	12	40,6	24,2	8,6		-32,59527222	-68,59766111
Jocolí	ene-08	2008	1	39,4	24,9	12,7		-32,59527222	-68,59766111
Jocolí	feb-08	2008	2	36,8	23,6	12,1		-32,59527222	-68,59766111
Jocolí	mar-08	2008	3	32,7	21,3	10,2		-32,59527222	-68,59766111
Jocolí	abr-08	2008	4	31,5	16,4	-3,2		-32,59527222	-68,59766111
Jocolí	may-08	2008	5	28,5	11,4	-3,9		-32,59527222	-68,59766111
Jocolí	jun-08	2008	6	22,6	6,2	-5		-32,59527222	-68,59766111
Jocolí	jul-08	2008	7	25,3	8,7	-3,4		-32,59527222	-68,59766111
Jocolí	ago-08	2008	8	33,2	10,1	-2,7		-32,59527222	-68,59766111
Jocolí	sep-08	2008	9	33,9	14,1	-3,5		-32,59527222	-68,59766111
Jocolí	oct-08	2008	10	33,2	19,7	6,3		-32,59527222	-68,59766111
Jocolí	nov-08	2008	11	38,6	23,5	7	38,2	-32,59527222	-68,59766111
Jocolí	dic-08	2008	12	39	24,6	11,5	19	-32,59527222	-68,59766111
Jocolí	ene-09	2009	1	40,4	24,6	12,2	27,4	-32,59527222	-68,59766111
Jocolí	feb-09	2009	2	39,3	24,7	8,9	2	-32,59527222	-68,59766111
Jocolí	mar-09	2009	3	37,5	23	10,3	67,6	-32,59527222	-68,59766111
Jocolí	abr-09	2009	4	33,4	19,2	5,1	0	-32,59527222	-68,59766111
Jocolí	may-09	2009	5	29,9	12,3	-1,5	2,6	-32,59527222	-68,59766111
Jocolí	jun-09	2009	6	29,8	8	-4,8	6,2	-32,59527222	-68,59766111
Jocolí	jul-09	2009	7	25,2	6,4	-7,2	1,6	-32,59527222	-68,59766111
Jocolí	ago-09	2009	8	20	7,5	-2,4	0	-32,59527222	-68,59766111
Jocolí	sep-09	2009	9	27,6	12,7	-1,3	2	-32,59527222	-68,59766111
Jocolí	oct-09	2009	10	41,5	18,9	1,1	1	-32,59527222	-68,59766111
Jocolí	nov-09	2009	11	39,5	22,2	4	0,4	-32,59527222	-68,59766111
Jocolí	dic-09	2009	12	38,3	24	10,5	13	-32,59527222	-68,59766111
Jocolí	ene-10	2010	1	42,9	26,5	11	23,2	-32,59527222	-68,59766111
Jocolí	feb-10	2010	2	38,6	24,5	13,2	0	-32,59527222	-68,59766111
Jocolí	mar-10	2010	3	36,9	23,4	10,2	17,4	-32,59527222	-68,59766111
Jocolí	abr-10	2010	4	28,1	15,3	1,8	0	-32,59527222	-68,59766111
Jocolí	may-10	2010	5	27,5	10,8	-1,4	12,4	-32,59527222	-68,59766111
Jocolí	jun-10	2010	6	31,4	7,8	-4,8	1,6	-32,59527222	-68,59766111
Jocolí	jul-10	2010	7	25,5	5,3	-8,5	2,4	-32,59527222	-68,59766111
Jocolí	ago-10	2010	8	34,7	8,9	-6,1	1	-32,59527222	-68,59766111
Jocolí	sep-10	2010	9	28,2	14	-2,3	5	-32,59527222	-68,59766111
Jocolí	oct-10	2010	10	32,4	17,7	0,2	15	-32,59527222	-68,59766111
Jocolí	nov-10	2010	11	38,2	21,5	0,4	2,8	-32,59527222	-68,59766111
Jocolí	dic-10	2010	12	38,5	24,3	4,4	11	-32,59527222	-68,59766111
Jocolí	ene-11	2011	1	38,4	24,5	11,1	59,8	-32,59527222	-68,59766111
Jocolí	feb-11	2011	2	37,3	22,8	11,9	62	-32,59527222	-68,59766111
Jocolí	mar-11	2011	3	33,8	20,4	4,7	38	-32,59527222	-68,59766111
Jocolí	abr-11	2011	4	35,3	16,7	1,8	1	-32,59527222	-68,59766111
Jocolí	may-11	2011	5	25,5	11	-2,3	0,2	-32,59527222	-68,59766111
Jocolí	jun-11	2011	6	21,2	6,6	-8,6	0,2	-32,59527222	-68,59766111
Jocolí	jul-11	2011	7	28,3	6	-8	1,2	-32,59527222	-68,59766111
Jocolí	ago-11	2011	8	25,6	8,8	-6	0,6	-32,59527222	-68,59766111
Jocolí	sep-11	2011	9	35	14,9	-2,8	0,2	-32,59527222	-68,59766111
Jocolí	oct-11	2011	10	34,2	17,9	0,2	47	-32,59527222	-68,59766111
Jocolí	nov-11	2011	11	37,2	22,1	6,1	34	-32,59527222	-68,59766111
Jocolí	dic-11	2011	12	37,2	24,1	9,9	11	-32,59527222	-68,59766111
Jocolí	ene-12	2012	1	40,5	26,4	14,5	69	-32,59527222	-68,59766111
Jocolí	feb-12	2012	2	37	24,5	12	26,6	-32,59527222	-68,59766111
Jocolí	mar-12	2012	3	37,6	22,4	4,3	23	-32,59527222	-68,59766111
Jocolí	abr-12	2012	4	71	16,3	-2,1	4,4	-32,59527222	-68,59766111
Jocolí	may-12	2012	5	25,8	12,2	-2,4	0,2	-32,59527222	-68,59766111
Jocolí	jun-12	2012	6	29,4	6,9	-7	0	-32,59527222	-68,59766111
Jocolí	jul-12	2012	7	21,8	6,1	-8,3	0,4	-32,59527222	-68,59766111
Jocolí	ago-12	2012	8	25,5	10	-4,6	0	-32,59527222	-68,59766111
Jocolí	sep-12	2012	9	30,4	15,1	-1,1	13	-32,59527222	-68,59766111
Jocolí	oct-12	2012	10	32,1	17,9	4,8	2	-32,59527222	-68,59766111
Jocolí	nov-12	2012	11	41,6	22,2	0	0,4	-32,59527222	-68,59766111
Jocolí	dic-12	2012	12	43,9	25,2	9,4	0,4	-32,59527222	-68,59766111
Jocolí	ene-13	2013	1	38,8	25,7	11,2	44	-32,59527222	-68,59766111
Jocolí	feb-13	2013	2	38,7	24,8	9,5	4,2	-32,59527222	-68,59766111
Jocolí	mar-13	2013	3	34,2	20,1	7,8	10,6	-32,59527222	-68,59766111
Jocolí	abr-13	2013	4	31,2	16,9	2,4	2,6	-32,59527222	-68,59766111
Jocolí	may-13	2013	5	27,2	12,2	-2,9	1,4	-32,59527222	-68,59766111
Jocolí	jun-13	2013	6	24,5	8,7	-8	3,2	-32,59527222	-68,59766111
Jocolí	jul-13	2013	7	24,1	6,5	-8,2	0	-32,59527222	-68,59766111
Jocolí	ago-13	2013	8	29	8,8	-5,8	2,4	-32,59527222	-68,59766111
Jocolí	sep-13	2013	9	38,2	12	-6,3	2	-32,59527222	-68,59766111
Jocolí	oct-13	2013	10	36,6	19,5	1,6	0,2	-32,59527222	-68,59766111
Jocolí	nov-13	2013	11	40,1	22,5	1,4	13,6	-32,59527222	-68,59766111
Jocolí	dic-13	2013	12	38,9	26,7	11,2	32,4	-32,59527222	-68,59766111
Jocolí	ene-14	2014	1	41,5	26,4	8,1	29,6	-32,59527222	-68,59766111
Jocolí	feb-14	2014	2	36	21,9	8,5	112,2	-32,59527222	-68,59766111
Jocolí	mar-14	2014	3	31,4	19,1	4,1	27,4	-32,59527222	-68,59766111
Jocolí	abr-14	2014	4	26,4	17,2	3	3,8	-32,59527222	-68,59766111
Jocolí	may-14	2014	5	25,8	11	-2,4	4,4	-32,59527222	-68,59766111
Jocolí	jun-14	2014	6	23,1	7,3	-5,6	0,2	-32,59527222	-68,59766111
Jocolí	jul-14	2014	7	23,8	6,9	-12,7	1	-32,59527222	-68,59766111
Jocolí	ago-14	2014	8	33,3	11,6	-4,5	3,2	-32,59527222	-68,59766111
Jocolí	sep-14	2014	9	30,2	15,1	0,3	2,6	-32,59527222	-68,59766111
Jocolí	oct-14	2014	10	38	21	3,3	1,2	-32,59527222	-68,59766111
Jocolí	nov-14	2014	11	37,4	21,3	3,5	0,4	-32,59527222	-68,59766111
Jocolí	dic-14	2014	12	39,4	23,8	2,8	7	-32,59527222	-68,59766111
Jocolí	ene-15	2015	1	39,3	26,4	9,3	0,4	-32,59527222	-68,59766111
Jocolí	feb-15	2015	2	37,2	23,2	9,2	9	-32,59527222	-68,59766111
Jocolí	mar-15	2015	3	36,9	22,4	6,8	17,6	-32,59527222	-68,59766111
Jocolí	abr-15	2015	4	32,4	18,5	4,4	3,2	-32,59527222	-68,59766111
Jocolí	may-15	2015	5	26,7	12,6	-5,9	0,4	-32,59527222	-68,59766111
Jocolí	jun-15	2015	6	26,3	8	-5,4	0	-32,59527222	-68,59766111
Jocolí	jul-15	2015	7	27,6	7,2	-6,3	2,6	-32,59527222	-68,59766111
Jocolí	ago-15	2015	8	33,2	11,7	-2,1	16,8	-32,59527222	-68,59766111
Jocolí	sep-15	2015	9	29,4	13,6	-1	0	-32,59527222	-68,59766111
Jocolí	oct-15	2015	10	32,5	13,7	-1,3	7,8	-32,59527222	-68,59766111
Jocolí	nov-15	2015	11	34,1	19,3	1,9	24,2	-32,59527222	-68,59766111
Jocolí	dic-15	2015	12	39,7	24	7,7	29,4	-32,59527222	-68,59766111
Jocolí	ene-16	2016	1	37,9	24,6	8,4		-32,59527222	-68,59766111
Jocolí	feb-16	2016	2	39	24,8	12,1		-32,59527222	-68,59766111
Jocolí	mar-16	2016	3	34,7	20,4	7,6		-32,59527222	-68,59766111
Jocolí	abr-16	2016	4	30,7	13,7	-1,6		-32,59527222	-68,59766111
Jocolí	may-16	2016	5	20,6	11,2	0		-32,59527222	-68,59766111
Jocolí	jun-16	2016	6	18,6	6,3	-4,7		-32,59527222	-68,59766111
Jocolí	jul-16	2016	7	22,5	7	-4,4		-32,59527222	-68,59766111
Jocolí	ago-16	2016	8	30,1	12,2	-2,5		-32,59527222	-68,59766111
Jocolí	sep-16	2016	9	31,3	14,3	-3,5		-32,59527222	-68,59766111
Jocolí	oct-16	2016	10	32,7	17,5	1,7		-32,59527222	-68,59766111
Jocolí	nov-16	2016	11	39,2	20,9	2		-32,59527222	-68,59766111
Jocolí	dic-16	2016	12	40	23,6	5,8		-32,59527222	-68,59766111
Jocolí	ene-17	2017	1	39,4	26,9	13,2		-32,59527222	-68,59766111
Jocolí	feb-17	2017	2	41	25,1	12		-32,59527222	-68,59766111
Jocolí	mar-17	2017	3	35,1	21,2	3		-32,59527222	-68,59766111
Jocolí	abr-17	2017	4	28	15,8	1,7		-32,59527222	-68,59766111
Jocolí	may-17	2017	5	42,3	13,3	-3,1		-32,59527222	-68,59766111
Jocolí	jun-17	2017	6	42,9	7,3	-7,2		-32,59527222	-68,59766111
Jocolí	jul-17	2017	7	23	7,6	-10,4		-32,59527222	-68,59766111
Jocolí	ago-17	2017	8	25,9	10,4	-4,1		-32,59527222	-68,59766111
Jocolí	sep-17	2017	9	31,5	12,8	-2,9		-32,59527222	-68,59766111
Jocolí	oct-17	2017	10	37	17,6	-1,9		-32,59527222	-68,59766111
Jocolí	nov-17	2017	11	37,6	21,5	4,1		-32,59527222	-68,59766111
Jocolí	dic-17	2017	12	40,3	24,7	7,2		-32,59527222	-68,59766111
Jocolí	ene-18	2018	1	38,6	25,1	13,3	41	-32,59527222	-68,59766111
Jocolí	feb-18	2018	2	40,8	24,4	5,8	26,2	-32,59527222	-68,59766111
Jocolí	mar-18	2018	3	36,6	20,1	0,2	0,4	-32,59527222	-68,59766111
Jocolí	abr-18	2018	4	37,1	17,7	4	4	-32,59527222	-68,59766111
Jocolí	may-18	2018	5	24,1	12,4	0,3	1	-32,59527222	-68,59766111
Jocolí	jun-18	2018	6	20,8	5,9	-7,1	0	-32,59527222	-68,59766111
Jocolí	jul-18	2018	7	22,3	5,2	-8,3	1	-32,59527222	-68,59766111
Jocolí	ago-18	2018	8	28,5	9	-5,9	0	-32,59527222	-68,59766111
Jocolí	sep-18	2018	9	38,4	15,7	-4	5,2	-32,59527222	-68,59766111
Jocolí	oct-18	2018	10	33,4	17,5	0,9	15,2	-32,59527222	-68,59766111
Jocolí	nov-18	2018	11	40	21,4	4,3	11	-32,59527222	-68,59766111
Jocolí	dic-18	2018	12	38,8	22	7,4	15,2	-32,59527222	-68,59766111
Junín	ene-17	2017	1	40,3	19,9	0	17,8	-33,11583333	-68,48444444
Junín	feb-17	2017	2	39,6	15,6	0	51,8	-33,11583333	-68,48444444
Junín	mar-17	2017	3	33,9	4,1	0	11	-33,11583333	-68,48444444
Junín	abr-17	2017	4	27,7	13,8	0	69,6	-33,11583333	-68,48444444
Junín	may-17	2017	5	25,8	6,4	0	11	-33,11583333	-68,48444444
Junín	jun-17	2017	6	23,9	8,4	-6,3	5,4	-33,11583333	-68,48444444
Junín	jul-17	2017	7	24,6	8	-7,3	11,6	-33,11583333	-68,48444444
Junín	ago-17	2017	8	25,9	10,4	-2,5	2,4	-33,11583333	-68,48444444
Junín	sep-17	2017	9	31,1	12,8	-0,4	4,6	-33,11583333	-68,48444444
Junín	oct-17	2017	10	33	16,4	0,5	33,2	-33,11583333	-68,48444444
Junín	nov-17	2017	11	33,9	19,7	4,2	11,8	-33,11583333	-68,48444444
Junín	dic-17	2017	12	38,7	21,6	0	43,2	-33,11583333	-68,48444444
Junín	ene-16	2016	1	38,5	23,6	12,8	69,2	-33,11583333	-68,48444444
Junín	feb-16	2016	2	37,1	24,1	11,3	47,4	-33,11583333	-68,48444444
Junín	mar-16	2016	3	34,5	18,3	0	71	-33,11583333	-68,48444444
Junín	abr-16	2016	4	28,2	11,7	-2,2	69,6	-33,11583333	-68,48444444
Junín	may-16	2016	5	21,8	10,5	1,6	63,4	-33,11583333	-68,48444444
Junín	jun-16	2016	6	19,6	6,3	-3,2	28,6	-33,11583333	-68,48444444
Junín	jul-16	2016	7	21,5	6,7	-3,1	1,2	-33,11583333	-68,48444444
Junín	ago-16	2016	8	29,7	11,6	-1,9	0,2	-33,11583333	-68,48444444
Junín	sep-16	2016	9	30,7	13,4	-2,4	0,2	-33,11583333	-68,48444444
Junín	oct-16	2016	10	32,1	16,2	-0,1	14,4	-33,11583333	-68,48444444
Junín	nov-16	2016	11	191	18,8	0	56,8	-33,11583333	-68,48444444
Junín	dic-16	2016	12	40,2	9,1	0	21,2	-33,11583333	-68,48444444
Junín	ene-15	2015	1	38,9	25,2	6,8	14,6	-33,11583333	-68,48444444
Junín	feb-15	2015	2	35,8	21,7	8,5	91,2	-33,11583333	-68,48444444
Junín	mar-15	2015	3	35,6	21,2	0	50	-33,11583333	-68,48444444
Junín	abr-15	2015	4	31,5	17,3	4,7	28,4	-33,11583333	-68,48444444
Junín	may-15	2015	5	26	12,3	-2,3	0,8	-33,11583333	-68,48444444
Junín	jun-15	2015	6	25,9	8,3	-4,2	0	-33,11583333	-68,48444444
Junín	jul-15	2015	7	24,1	7,2	-4	2,2	-33,11583333	-68,48444444
Junín	ago-15	2015	8	32,1	10,9	-2,4	21,2	-33,11583333	-68,48444444
Junín	sep-15	2015	9	28,1	12,6	-1,5	0,2	-33,11583333	-68,48444444
Junín	oct-15	2015	10	31,8	13,1	1	32,4	-33,11583333	-68,48444444
Junín	nov-15	2015	11	32,5	18,1	3,3	51,2	-33,11583333	-68,48444444
Junín	dic-15	2015	12	38,4	22,7	8,2	53,2	-33,11583333	-68,48444444
Junín	ene-14	2014	1	40,5	25,5	7	4,4	-33,11583333	-68,48444444
Junín	feb-14	2014	2	35,8	21	6,9	187,2	-33,11583333	-68,48444444
Junín	mar-14	2014	3	30,3	18	3,1	6,4	-33,11583333	-68,48444444
Junín	abr-14	2014	4	26,6	14,5	-1,3	11,2	-33,11583333	-68,48444444
Junín	may-14	2014	5	25,4	11,1	-1	10,4	-33,11583333	-68,48444444
Junín	jun-14	2014	6	36	7,6	-2,4	1,8	-33,11583333	-68,48444444
Junín	jul-14	2014	7	21,6	7,2	-4,6	0,2	-33,11583333	-68,48444444
Junín	ago-14	2014	8	29,7	11	-4,4	4,4	-33,11583333	-68,48444444
Junín	sep-14	2014	9	29,6	14,6	0,9	0,8	-33,11583333	-68,48444444
Junín	oct-14	2014	10	34,3	19,5	1,9	8,6	-33,11583333	-68,48444444
Junín	nov-14	2014	11	36,4	20,2	-0,1	1,6	-33,11583333	-68,48444444
Junín	dic-14	2014	12	38,3	22,6	4,5	23,2	-33,11583333	-68,48444444
Junín	ene-13	2013	1	38,9	24,7	9,7	30	-33,11583333	-68,48444444
Junín	feb-13	2013	2	36,8	23,1	7,9	26	-33,11583333	-68,48444444
Junín	mar-13	2013	3	34,2	18,8	7,6	48,8	-33,11583333	-68,48444444
Junín	abr-13	2013	4	30,5	15,7	1,9	9,2	-33,11583333	-68,48444444
Junín	may-13	2013	5	26,3	11,4	-3	9,4	-33,11583333	-68,48444444
Junín	jun-13	2013	6	25,1	8,8	-5,1	0	-33,11583333	-68,48444444
Junín	jul-13	2013	7	24,4	6,7	-6,5	0	-33,11583333	-68,48444444
Junín	ago-13	2013	8	28,3	8,3	-4,3	0,2	-33,11583333	-68,48444444
Junín	sep-13	2013	9	34,6	11,4	-3,4	0,2	-33,11583333	-68,48444444
Junín	oct-13	2013	10	35,6	18,7	1,9	0	-33,11583333	-68,48444444
Junín	nov-13	2013	11	37	21,2	6,5	32,8	-33,11583333	-68,48444444
Junín	dic-13	2013	12	37,7	25,6	11,9	17,2	-33,11583333	-68,48444444
Junín	ene-12	2012	1	40,4	25,4	13,2	19,4	-33,11583333	-68,48444444
Junín	feb-12	2012	2	36,4	23,4	10,5	26	-33,11583333	-68,48444444
Junín	mar-12	2012	3	36,6	20,9	3,1	0	-33,11583333	-68,48444444
Junín	abr-12	2012	4	32,6	15,2	0,6	30	-33,11583333	-68,48444444
Junín	may-12	2012	5	26,8	11,9	1,4	0,4	-33,11583333	-68,48444444
Junín	jun-12	2012	6	24,7	7,2	-6,4	0	-33,11583333	-68,48444444
Junín	jul-12	2012	7	22	5,9	-6,4	0,8	-33,11583333	-68,48444444
Junín	ago-12	2012	8	25,1	9,5	-3	1,2	-33,11583333	-68,48444444
Junín	sep-12	2012	9	29,5	14,6	0,7	16,8	-33,11583333	-68,48444444
Junín	oct-12	2012	10	31,4	16,7	4	1,2	-33,11583333	-68,48444444
Junín	nov-12	2012	11	40,4	21,5	8,4	0	-33,11583333	-68,48444444
Junín	dic-12	2012	12	42,3	23,5	8,1	0	-33,11583333	-68,48444444
Junín	ene-11	2011	1	37,8	23,6	9,6	58,2	-33,11583333	-68,48444444
Junín	feb-11	2011	2	36,6	21,7	11,9	60,8	-33,11583333	-68,48444444
Junín	mar-11	2011	3	34,4	19,2	5,7	27,4	-33,11583333	-68,48444444
Junín	abr-11	2011	4	32,3	15,5	3	2	-33,11583333	-68,48444444
Junín	may-11	2011	5	25,1	10,4	-1,8	0,4	-33,11583333	-68,48444444
Junín	jun-11	2011	6	20,8	7,3	-5,1	1,2	-33,11583333	-68,48444444
Junín	jul-11	2011	7	27	5,7	-6,6	3,4	-33,11583333	-68,48444444
Junín	ago-11	2011	8	24,7	8,7	-5,5	4,4	-33,11583333	-68,48444444
Junín	sep-11	2011	9	32,9	14,5	-2,1	0	-33,11583333	-68,48444444
Junín	oct-11	2011	10	33,5	16,7	1,3	20	-33,11583333	-68,48444444
Junín	nov-11	2011	11	36,2	21	3,1	60,6	-33,11583333	-68,48444444
Junín	dic-11	2011	12	37	24,1	7,7	0,6	-33,11583333	-68,48444444
Junín	ene-10	2010	1	40,6	25,2	8,5	18	-33,11583333	-68,48444444
Junín	feb-10	2010	2	37,8	23,3	12,7	5,2	-33,11583333	-68,48444444
Junín	mar-10	2010	3	35,8	21,9	9,8	27,2	-33,11583333	-68,48444444
Junín	abr-10	2010	4	27,5	14,1	1,8	1,2	-33,11583333	-68,48444444
Junín	may-10	2010	5	26,9	10,2	-0,8	20,6	-33,11583333	-68,48444444
Junín	jun-10	2010	6	23	7,4	-2,3	1	-33,11583333	-68,48444444
Junín	jul-10	2010	7	22	5	-8	0	-33,11583333	-68,48444444
Junín	ago-10	2010	8	32	8,5	-4,8	1,4	-33,11583333	-68,48444444
Junín	sep-10	2010	9	27,9	13	1	4,4	-33,11583333	-68,48444444
Junín	oct-10	2010	10	31,3	17,1	-0,1	6,2	-33,11583333	-68,48444444
Junín	nov-10	2010	11	36,7	19,8	1	9,8	-33,11583333	-68,48444444
Junín	dic-10	2010	12	38,4	23	5,4	48,2	-33,11583333	-68,48444444
Junín	ene-09	2009	1	39,4	24,3	11,3	17,2	-33,11583333	-68,48444444
Junín	feb-09	2009	2	38,6	23,8	8	1,2	-33,11583333	-68,48444444
Junín	mar-09	2009	3	36	22	9,8	24,6	-33,11583333	-68,48444444
Junín	abr-09	2009	4	33,2	18	5,2	0	-33,11583333	-68,48444444
Junín	may-09	2009	5	28,5	11,7	-0,2	2,6	-33,11583333	-68,48444444
Junín	jun-09	2009	6	23,4	7,5	-3	0	-33,11583333	-68,48444444
Junín	jul-09	2009	7	23,1	6,2	-5,5	3	-33,11583333	-68,48444444
Junín	ago-09	2009	8	31,1	11,5	-1,8	0,8	-33,11583333	-68,48444444
Junín	sep-09	2009	9	26,2	11,2	-3,3	4,4	-33,11583333	-68,48444444
