Estacion	Fecha	Año	Mes	T Maxima	T Media	T Minima	Precipitacion	Latitud	Longitud
Junín	oct-09	2009	10	40	17,5	2,5	0	-33,11583333	-68,48444444
Junín	nov-09	2009	11	37,1	21,2	4,1	0	-33,11583333	-68,48444444
Junín	dic-09	2009	12	36,5	22,9	9,9	46,2	-33,11583333	-68,48444444
Junín	ene-08	2008	1	39,9	23,7	10,8	82,8	-33,11583333	-68,48444444
Junín	feb-08	2008	2	35,3	22,1	9,6	10,4	-33,11583333	-68,48444444
Junín	mar-08	2008	3	32,8	19,9	10,3	35,2	-33,11583333	-68,48444444
Junín	abr-08	2008	4	30,4	14,9	-2,3	11,2	-33,11583333	-68,48444444
Junín	may-08	2008	5	27	10,7	-3,4	0,2	-33,11583333	-68,48444444
Junín	jun-08	2008	6	22,3	6,3	-5,1	2,8	-33,11583333	-68,48444444
Junín	jul-08	2008	7	23,9	8,5	-2,8	0	-33,11583333	-68,48444444
Junín	ago-08	2008	8	32,3	9,3	-1,8	6,4	-33,11583333	-68,48444444
Junín	sep-08	2008	9	32,6	13	-1,5	8,8	-33,11583333	-68,48444444
Junín	oct-08	2008	10	32,7	17,5	3,8	1	-33,11583333	-68,48444444
Junín	nov-08	2008	11	38,5	22,5	5,1	26,2	-33,11583333	-68,48444444
Junín	dic-08	2008	12	37,3	23,3	10	18,2	-33,11583333	-68,48444444
Junín	ene-07	2007	1	36,2	23,9	11,7	20,4	-33,11583333	-68,48444444
Junín	feb-07	2007	2	39,3	22,3	5	2,8	-33,11583333	-68,48444444
Junín	mar-07	2007	3	33,6	19,4	8,2	42,2	-33,11583333	-68,48444444
Junín	abr-07	2007	4	29,8	14,4	3,4	0,4	-33,11583333	-68,48444444
Junín	may-07	2007	5	20,8	8,6	-5	0,8	-33,11583333	-68,48444444
Junín	jun-07	2007	6	22,5	6,4	-4,1	12	-33,11583333	-68,48444444
Junín	jul-07	2007	7	24,1	5,3	-7,8	0,6	-33,11583333	-68,48444444
Junín	ago-07	2007	8	22,9	5,3	-5,8	26	-33,11583333	-68,48444444
Junín	sep-07	2007	9	33,5	13,5	-1,4	0	-33,11583333	-68,48444444
Junín	oct-07	2007	10	35,7	18,1	5,4	11,6	-33,11583333	-68,48444444
Junín	nov-07	2007	11	36,3	19,8	2,9	7	-33,11583333	-68,48444444
Junín	dic-07	2007	12	39,3	22,7	7,8	9,8	-33,11583333	-68,48444444
Junín	ene-06	2006	1	40,1	25,7	13,1	3,4	-33,11583333	-68,48444444
Junín	feb-06	2006	2	37,4	22,7	7	16,4	-33,11583333	-68,48444444
Junín	mar-06	2006	3	33,4	19,3	5,8	21	-33,11583333	-68,48444444
Junín	abr-06	2006	4	29,3	15,6	1,3	8	-33,11583333	-68,48444444
Junín	may-06	2006	5	23	10	-0,7	0,8	-33,11583333	-68,48444444
Junín	jun-06	2006	6	25,2	9,1	-1,1	5,2	-33,11583333	-68,48444444
Junín	jul-06	2006	7	24,8	8,9	-4,7	0,2	-33,11583333	-68,48444444
Junín	ago-06	2006	8	28,4	9,9	-4,1	0	-33,11583333	-68,48444444
Junín	sep-06	2006	9	30,1	13,4	-3,9	2,8	-33,11583333	-68,48444444
Junín	oct-06	2006	10	35,3	18,5	0,2	0,2	-33,11583333	-68,48444444
Junín	nov-06	2006	11	36,8	20,3	5,7	13,6	-33,11583333	-68,48444444
Junín	dic-06	2006	12	39,4	26,1	12,3	3	-33,11583333	-68,48444444
Junín	ene-05	2005	1	36,6	23,6	8,3	23,8	-33,11583333	-68,48444444
Junín	feb-05	2005	2	36,6	22,7	6,7	102,2	-33,11583333	-68,48444444
Junín	mar-05	2005	3	34,1	18,4	6,4	54,6	-33,11583333	-68,48444444
Junín	abr-05	2005	4	27,3	13	0,4	18,6	-33,11583333	-68,48444444
Junín	may-05	2005	5	25,2	9,9	-1,7	3,6	-33,11583333	-68,48444444
Junín	jun-05	2005	6	21,3	7,9	-3,1	1	-33,11583333	-68,48444444
Junín	jul-05	2005	7	27,1	8	-2,6	5	-33,11583333	-68,48444444
Junín	ago-05	2005	8	23,1	9,2	-3,9	9,6	-33,11583333	-68,48444444
Junín	sep-05	2005	9	27,6	11	-1,3	5,8	-33,11583333	-68,48444444
Junín	oct-05	2005	10	35,4	16,3	1,5	1	-33,11583333	-68,48444444
Junín	nov-05	2005	11	38	23,2	9,9	0	-33,11583333	-68,48444444
Junín	dic-05	2005	12	36,7	24	0	7,4	-33,11583333	-68,48444444
Junín	ene-04	2004	1	39,3	25,8	14,7	37,2	-33,11583333	-68,48444444
Junín	feb-04	2004	2	36,5	22,2	8,9	7,4	-33,11583333	-68,48444444
Junín	mar-04	2004	3	35,6	20,8	8,2	38,4	-33,11583333	-68,48444444
Junín	abr-04	2004	4	31,3	15,2	1,4	9,8	-33,11583333	-68,48444444
Junín	may-04	2004	5	23,2	8,3	-1,2	102,4	-33,11583333	-68,48444444
Junín	jun-04	2004	6	20,1	7,6	-1,9	3,2	-33,11583333	-68,48444444
Junín	jul-04	2004	7	20,1	6,4	-3,7	2,4	-33,11583333	-68,48444444
Junín	ago-04	2004	8	31,2	9,6	-3,3	11,8	-33,11583333	-68,48444444
Junín	sep-04	2004	9	31,1	13,7	-1,8	0,8	-33,11583333	-68,48444444
Junín	oct-04	2004	10	33	17	2,1	24	-33,11583333	-68,48444444
Junín	nov-04	2004	11	36,4	19,2	2,4	15,6	-33,11583333	-68,48444444
Junín	dic-04	2004	12	36,4	23,2	9,6	4,4	-33,11583333	-68,48444444
Junín	ene-03	2003	1	40,1	25,7	10,7	12,4	-33,11583333	-68,48444444
Junín	mar-03	2003	3	35,6	21,1	0	5,4	-33,11583333	-68,48444444
Junín	abr-03	2003	4	27,7	15	4,1	16,2	-33,11583333	-68,48444444
Junín	may-03	2003	5	24	11,7	0	0,4	-33,11583333	-68,48444444
Junín	jun-03	2003	6	22,8	9,1	-2,8	0,2	-33,11583333	-68,48444444
Junín	jul-03	2003	7	22	6	-5	0,2	-33,11583333	-68,48444444
Junín	ago-03	2003	8	24,9	8,2	-3	1,4	-33,11583333	-68,48444444
Junín	sep-03	2003	9	34,1	13,9	-2,3	0,4	-33,11583333	-68,48444444
Junín	oct-03	2003	10	35,8	19,2	2,1	0	-33,11583333	-68,48444444
Junín	nov-03	2003	11	37,1	22,7	7,6	0,6	-33,11583333	-68,48444444
Junín	dic-03	2003	12	39,5	23	3,9	7	-33,11583333	-68,48444444
Junín	ene-02	2002	1	37	25,7	12,7	1,8	-33,11583333	-68,48444444
Junín	feb-02	2002	2	37,2	23,8	9,1	2,2	-33,11583333	-68,48444444
Junín	mar-02	2002	3	36,4	20	6	2,8	-33,11583333	-68,48444444
Junín	abr-02	2002	4	33,9	14,5	1,7	23,6	-33,11583333	-68,48444444
Junín	may-02	2002	5	26,2	11,6	-1,8	1,8	-33,11583333	-68,48444444
Junín	jun-02	2002	6	21	5,5	-5,9	0,4	-33,11583333	-68,48444444
Junín	jul-02	2002	7	23,9	7,3	-3,6	1	-33,11583333	-68,48444444
Junín	ago-02	2002	8	28,9	10	-2,9	22,4	-33,11583333	-68,48444444
Junín	sep-02	2002	9	31,6	13,3	-0,3	4	-33,11583333	-68,48444444
Junín	oct-02	2002	10	35,4	18,7	4	1,4	-33,11583333	-68,48444444
Junín	nov-02	2002	11	36,9	21,2	5,2	0,8	-33,11583333	-68,48444444
Junín	dic-02	2002	12	36,4	23,4	11,4	6,8	-33,11583333	-68,48444444
Junín	ene-01	2001	1	38,6	24,1	8,5	124	-33,11583333	-68,48444444
Junín	feb-01	2001	2	40,1	24,8	11,6	18,8	-33,11583333	-68,48444444
Junín	mar-01	2001	3	36,5	19,9	6,2	56,4	-33,11583333	-68,48444444
Junín	abr-01	2001	4	27,5	13,6	-0,1	50,6	-33,11583333	-68,48444444
Junín	may-01	2001	5	23,7	10	-2,6	21,8	-33,11583333	-68,48444444
Junín	jun-01	2001	6	21,2	7,6	-5,6	4,4	-33,11583333	-68,48444444
Junín	jul-01	2001	7	27,1	7	-5	8,6	-33,11583333	-68,48444444
Junín	ago-01	2001	8	27,6	10,6	-2,1	0	-33,11583333	-68,48444444
Junín	sep-01	2001	9	24,9	10,6	0,7	5,8	-33,11583333	-68,48444444
Junín	oct-01	2001	10	32,6	19,1	4,7	6,2	-33,11583333	-68,48444444
Junín	nov-01	2001	11	36,5	21,1	6,5	1,4	-33,11583333	-68,48444444
Junín	dic-01	2001	12	38,8	26,1	4,8	3	-33,11583333	-68,48444444
Junín	ene-00	2000	1	37,2	23,6	12,7	11,2	-33,11583333	-68,48444444
Junín	feb-00	2000	2	36	21,8	10,8	22	-33,11583333	-68,48444444
Junín	mar-00	2000	3	31,1	17,9	2	233,8	-33,11583333	-68,48444444
Junín	abr-00	2000	4	23,8	14,2	6	18,8	-33,11583333	-68,48444444
Junín	may-00	2000	5	20,9	9,2	-1,9	20	-33,11583333	-68,48444444
Junín	jun-00	2000	6	28,6	7,3	-1,6	16,2	-33,11583333	-68,48444444
Junín	jul-00	2000	7	19,8	5,1	-5,5	14,2	-33,11583333	-68,48444444
Junín	ago-00	2000	8	24,4	9,1	-2,9	0	-33,11583333	-68,48444444
Junín	sep-00	2000	9	30,1	12,2	-0,1	2	-33,11583333	-68,48444444
Junín	oct-00	2000	10	34,8	17,2	5,1	0	-33,11583333	-68,48444444
Junín	nov-00	2000	11	35,4	19,3	3,1	22,4	-33,11583333	-68,48444444
Junín	dic-00	2000	12	37	23,1	7,6	4	-33,11583333	-68,48444444
Junín	ene-99	1999	1	36,8	23	11,1	7	-33,11583333	-68,48444444
Junín	feb-99	1999	2	38,5	24,2	9,8	0	-33,11583333	-68,48444444
Junín	mar-99	1999	3	34	18,7	7,8	15,6	-33,11583333	-68,48444444
Junín	abr-99	1999	4	25,9	12,9	-1,7	65	-33,11583333	-68,48444444
Junín	may-99	1999	5	25,4	11,1	1,1	2,6	-33,11583333	-68,48444444
Junín	jun-99	1999	6	19,4	6,9	-3,1	4,6	-33,11583333	-68,48444444
Junín	jul-99	1999	7	25,8	5,8	-3,9	13,8	-33,11583333	-68,48444444
Junín	ago-99	1999	8	29	9,2	-7,3	12,6	-33,11583333	-68,48444444
Junín	sep-99	1999	9	33,1	14,3	-1	5,4	-33,11583333	-68,48444444
Junín	oct-99	1999	10	36,2	16,7	-0,2	104,2	-33,11583333	-68,48444444
Junín	nov-99	1999	11	35,3	18,8	3,9	11,2	-33,11583333	-68,48444444
Junín	dic-99	1999	12	38,2	21,4	4,2	38,6	-33,11583333	-68,48444444
Junín	ene-98	1998	1	35,9	23,2	13,6	0	-33,11583333	-68,48444444
Junín	mar-98	1998	3	29,1	18,1	7,9	62	-33,11583333	-68,48444444
Junín	abr-98	1998	4	29,3	14,2	3,4	26,2	-33,11583333	-68,48444444
Junín	may-98	1998	5	23,7	11,9	1,7	5,8	-33,11583333	-68,48444444
Junín	jun-98	1998	6	19,9	8,4	-0,3	3,6	-33,11583333	-68,48444444
Junín	jul-98	1998	7	21,2	9	0	4,4	-33,11583333	-68,48444444
Junín	ago-98	1998	8	24	10	-2,9	0,4	-33,11583333	-68,48444444
Junín	sep-98	1998	9	28,2	11,2	-1,2	31,4	-33,11583333	-68,48444444
Junín	oct-98	1998	10	33,4	18,9	2	7,4	-33,11583333	-68,48444444
Junín	nov-98	1998	11	35,9	20,5	4,5	38	-33,11583333	-68,48444444
Junín	dic-98	1998	12	37,9	23,4	8,1	4,2	-33,11583333	-68,48444444
Junín	dic-97	1997	12	36,1	23,3	11,7	82,6	-33,11583333	-68,48444444
Junín	ene-18	2018	1	36	22,4	12,5	123	-33,11583333	-68,48444444
Junín	feb-18	2018	2	35	21,5	0	15,4	-33,11583333	-68,48444444
Junín	mar-18	2018	3	112	17,9	0	0,4	-33,11583333	-68,48444444
Junín	abr-18	2018	4	32,6	17	3,4	0	-33,11583333	-68,48444444
Junín	may-18	2018	5	24	11,7	0,8	22,6	-33,11583333	-68,48444444
Junín	jun-18	2018	6	22,8	5,9	-6,1	11	-33,11583333	-68,48444444
Junín	jul-18	2018	7	23,6	5,2	-6,3	3,2	-33,11583333	-68,48444444
Junín	ago-18	2018	8	28,3	9,3	-6,1	0	-33,11583333	-68,48444444
Junín	sep-18	2018	9	36,7	15,1	-2,7	67,2	-33,11583333	-68,48444444
Junín	oct-18	2018	10	32,5	17,2	1,3	4,2	-33,11583333	-68,48444444
Junín	nov-18	2018	11	34,5	20,1	4,3	19,2	-33,11583333	-68,48444444
Junín	dic-18	2018	12	34,6	21	7	27,8	-33,11583333	-68,48444444
Las violetas	nov-06	2006	11	37,9	21,2	5,2	27	-32,812975	-68,60043056
Las violetas	dic-06	2006	12	40	24,8	12	38,6	-32,812975	-68,60043056
Las violetas	ene-07	2007	1	36,3	25	14,5	38,4	-32,812975	-68,60043056
Las violetas	feb-07	2007	2	39,5	23,4	7,5	31	-32,812975	-68,60043056
Las violetas	mar-07	2007	3	34,6	19,9	10,5	58,2	-32,812975	-68,60043056
Las violetas	abr-07	2007	4	30,4	18,4	7,2	0	-32,812975	-68,60043056
Las violetas	may-07	2007	5	21,1	7,9	-4,4	0,8	-32,812975	-68,60043056
Las violetas	jun-07	2007	6	22,8	6,3	-5,2	6,8	-32,812975	-68,60043056
Las violetas	jul-07	2007	7	25,5	5,4	-8,4	0,8	-32,812975	-68,60043056
Las violetas	ago-07	2007	8	23,4	5,7	-7,8	5	-32,812975	-68,60043056
Las violetas	sep-07	2007	9	34,6	14,3	-1,4	4,6	-32,812975	-68,60043056
Las violetas	oct-07	2007	10	35,8	19,3	5,8	6,2	-32,812975	-68,60043056
Las violetas	nov-07	2007	11	37,2	21,4	5,9	12,8	-32,812975	-68,60043056
Las violetas	dic-07	2007	12	40,8	24,2	8,8	1,4	-32,812975	-68,60043056
Las violetas	ene-08	2008	1	40,7	25	14	15,6	-32,812975	-68,60043056
Las violetas	feb-08	2008	2	36,3	24,5	14,2	16,6	-32,812975	-68,60043056
Las violetas	mar-08	2008	3	33,3	30,9	28,1	0	-32,812975	-68,60043056
Las violetas	abr-08	2008	4	32,6	16,4	-1,7	0,2	-32,812975	-68,60043056
Las violetas	may-08	2008	5	27,5	11,5	-3,6	10,4	-32,812975	-68,60043056
Las violetas	jun-08	2008	6	22,8	6,4	-5,2	2,6	-32,812975	-68,60043056
Las violetas	jul-08	2008	7	26,1	8,5	-3	0,2	-32,812975	-68,60043056
Las violetas	ago-08	2008	8	33,6	9,7	-3,3	6,8	-32,812975	-68,60043056
Las violetas	sep-08	2008	9	34,5	13,4	-2,8	7,2	-32,812975	-68,60043056
Las violetas	oct-08	2008	10	33,5	18,7	2,6	0,2	-32,812975	-68,60043056
Las violetas	nov-08	2008	11	41,1	24,4	12,3	11,4	-32,812975	-68,60043056
Las violetas	dic-08	2008	12	38	24,5	11,1	16,4	-32,812975	-68,60043056
Las violetas	ene-09	2009	1	40,2	24,5	12,8	21,4	-32,812975	-68,60043056
Las violetas	feb-09	2009	2	38,7	24,5	8,8	1,8	-32,812975	-68,60043056
Las violetas	mar-09	2009	3	37,4	22,7	9,2	44	-32,812975	-68,60043056
Las violetas	abr-09	2009	4	33,4	19,4	4,9	0	-32,812975	-68,60043056
Las violetas	may-09	2009	5	28,2	11,7	-0,1	1,8	-32,812975	-68,60043056
Las violetas	jun-09	2009	6	28	7,7	-5,1	0	-32,812975	-68,60043056
Las violetas	jul-09	2009	7	22,2	5,8	-7,2	0,6	-32,812975	-68,60043056
Las violetas	ago-09	2009	8	33,1	9,5	-2,4	2,6	-32,812975	-68,60043056
Las violetas	sep-09	2009	9	27	12,6	-2,1	2,6	-32,812975	-68,60043056
Las violetas	oct-09	2009	10	36,5	16,8	0,8	0,6	-32,812975	-68,60043056
Las violetas	nov-09	2009	11	38	21,9	3,5	0	-32,812975	-68,60043056
Las violetas	dic-09	2009	12	35,6	22,4	11,8	12,8	-32,812975	-68,60043056
Las violetas	ene-10	2010	1	42,8	26,6	12	41,4	-32,812975	-68,60043056
Las violetas	feb-10	2010	2	39,7	24,7	13,7	20,8	-32,812975	-68,60043056
Las violetas	mar-10	2010	3	38	23,6	11,2	2,8	-32,812975	-68,60043056
Las violetas	abr-10	2010	4	28,4	15,4	3,2	1,6	-32,812975	-68,60043056
Las violetas	may-10	2010	5	27	10,8	-1,8	26,6	-32,812975	-68,60043056
Las violetas	jun-10	2010	6	27,8	7,7	-4	0,8	-32,812975	-68,60043056
Las violetas	jul-10	2010	7	24,8	5,4	-8	2,4	-32,812975	-68,60043056
Las violetas	ago-10	2010	8	32,5	8,7	-6	3,4	-32,812975	-68,60043056
Las violetas	sep-10	2010	9	27,5	13,5	-1,4	5	-32,812975	-68,60043056
Las violetas	oct-10	2010	10	32,8	17,7	0	14	-32,812975	-68,60043056
Las violetas	nov-10	2010	11	40,8	21,2	0	12,6	-32,812975	-68,60043056
Las violetas	dic-10	2010	12	38,5	24,3	7,1	17,8	-32,812975	-68,60043056
Las violetas	ene-11	2011	1	38,2	24,9	11,3	46,8	-32,812975	-68,60043056
Las violetas	feb-11	2011	2	37,6	23,3	12,1	12	-32,812975	-68,60043056
Las violetas	mar-11	2011	3	34,9	20,6	4,4	5,4	-32,812975	-68,60043056
Las violetas	abr-11	2011	4	34,9	17,1	3,1	0,2	-32,812975	-68,60043056
Las violetas	may-11	2011	5	24,4	11,1	-1,8	1	-32,812975	-68,60043056
Las violetas	jun-11	2011	6	21,1	6,8	-7,8	1	-32,812975	-68,60043056
Las violetas	jul-11	2011	7	27,9	5,9	-7,2	1,2	-32,812975	-68,60043056
Las violetas	ago-11	2011	8	33,7	8,7	-5	4	-32,812975	-68,60043056
Las violetas	sep-11	2011	9	33,6	14,7	-0,8	1,8	-32,812975	-68,60043056
Las violetas	oct-11	2011	10	34,1	17,2	0,9	12,6	-32,812975	-68,60043056
Las violetas	nov-11	2011	11	36,6	22,5	5	64,8	-32,812975	-68,60043056
Las violetas	dic-11	2011	12	37,4	25	10,2	1,4	-32,812975	-68,60043056
Las violetas	ene-12	2012	1	41,7	26,6	15,1	23,8	-32,812975	-68,60043056
Las violetas	feb-12	2012	2	37,8	24,7	12,6	20,6	-32,812975	-68,60043056
Las violetas	mar-12	2012	3	51	22,2	0	1	-32,812975	-68,60043056
Las violetas	abr-12	2012	4	33	16,3	-1,4	19,4	-32,812975	-68,60043056
Las violetas	may-12	2012	5	26,6	12,1	-1	0,4	-32,812975	-68,60043056
Las violetas	jun-12	2012	6	28,8	7,4	-6,2	0,2	-32,812975	-68,60043056
Las violetas	jul-12	2012	7	20,2	5,6	-7	0,6	-32,812975	-68,60043056
Las violetas	ago-12	2012	8	24,4	9,6	-5,2	0,2	-32,812975	-68,60043056
Las violetas	sep-12	2012	9	29,6	14,9	-1	11,8	-32,812975	-68,60043056
Las violetas	oct-12	2012	10	33	17,2	0	14	-32,812975	-68,60043056
Las violetas	nov-12	2012	11	42,1	22,4	0	0,6	-32,812975	-68,60043056
Las violetas	dic-12	2012	12	44,5	24,2	0	0	-32,812975	-68,60043056
Las violetas	ene-13	2013	1	39,7	26,2	0	37,2	-32,812975	-68,60043056
Las violetas	feb-13	2013	2	39	24,5	10,2	12,8	-32,812975	-68,60043056
Las violetas	mar-13	2013	3	55	20	7,2	18,6	-32,812975	-68,60043056
Las violetas	abr-13	2013	4	31,6	17,2	0	0	-32,812975	-68,60043056
Las violetas	may-13	2013	5	26,6	11,3	-3,6	2,6	-32,812975	-68,60043056
Las violetas	jun-13	2013	6	25,8	8,9	-5,6	6,6	-32,812975	-68,60043056
Las violetas	jul-13	2013	7	24,3	6,4	-6,9	0,2	-32,812975	-68,60043056
Las violetas	ago-13	2013	8	28,3	8,3	-5,2	2,4	-32,812975	-68,60043056
Las violetas	sep-13	2013	9	35,6	12	-5,3	2,8	-32,812975	-68,60043056
Las violetas	oct-13	2013	10	35,8	19,2	1,4	4,2	-32,812975	-68,60043056
Las violetas	nov-13	2013	11	39,1	21,9	7,4	25	-32,812975	-68,60043056
Las violetas	dic-13	2013	12	38,1	26,5	10,4	8,6	-32,812975	-68,60043056
Las violetas	ene-14	2014	1	42,9	26,5	6,6	2,8	-32,812975	-68,60043056
Las violetas	feb-14	2014	2	36	21,7	8,4	164,6	-32,812975	-68,60043056
Las violetas	mar-14	2014	3	31,3	19	4,1	23,2	-32,812975	-68,60043056
Las violetas	abr-14	2014	4	26,8	15,5	1,2	8	-32,812975	-68,60043056
Las violetas	may-14	2014	5	25,5	11,8	-2,5	6,6	-32,812975	-68,60043056
Las violetas	jun-14	2014	6	23,3	8	-4	0,2	-32,812975	-68,60043056
Las violetas	jul-14	2014	7	21,4	7,1	-7,7	0	-32,812975	-68,60043056
Las violetas	ago-14	2014	8	32,3	11,5	-4,7	4,6	-32,812975	-68,60043056
Las violetas	sep-14	2014	9	30,7	15,2	-1,1	8,8	-32,812975	-68,60043056
Las violetas	oct-14	2014	10	38,3	20,7	2,9	6,8	-32,812975	-68,60043056
Las violetas	nov-14	2014	11	38	21,3	3,6	5	-32,812975	-68,60043056
Las violetas	dic-14	2014	12	39,2	23,7	1,9	20,8	-32,812975	-68,60043056
Las violetas	ene-15	2015	1	39,5	25,9	9,1	2,8	-32,812975	-68,60043056
